,Date,long-liquidations-usd,Unnamed: 2,Unnamed: 3,Unnamed: 4
769,2021-04-21,175376229.7,,,
770,2021-04-22,468358250.3,,,
771,2021-04-23,623422561.4,,,
772,2021-04-24,116429566.9,,,
773,2021-04-25,252616305.8,,,
774,2021-04-26,79316911.66,,,
775,2021-04-27,28707102.36,,,
776,2021-04-28,67378939.07,,,
777,2021-04-29,103261575.6,,,
778,2021-04-30,26915989.25,,,
779,2021-05-01,68947343.84,,,
780,2021-05-02,54014806.29,,,
781,2021-05-03,88847757.67,,,
782,2021-05-04,315547465.2,,,
783,2021-05-05,34919013.12,,,
784,2021-05-06,87502354.85,,,
785,2021-05-07,46141132.15,,,
786,2021-05-08,48062821.44,,,
787,2021-05-09,89944230.76,,,
788,2021-05-10,247563976.6,,,
789,2021-05-11,45351670.07,,,
790,2021-05-12,670040807.3,,,
791,2021-05-13,334001745.6,,,
792,2021-05-14,49186744.0,,,
793,2021-05-15,149901883.4,,,
794,2021-05-16,305515286.4,,,
795,2021-05-17,291082840.8,,,
796,2021-05-18,97711832.87,,,
797,2021-05-19,1875591589.0,,,
798,2021-05-20,130833516.6,,,
799,2021-05-21,246882557.7,,,
800,2021-05-22,52213117.86,,,
801,2021-05-23,212491943.3,,,
802,2021-05-24,59015924.45,,,
803,2021-05-25,55985245.19,,,
804,2021-05-26,53253810.92,,,
805,2021-05-27,58022582.7,,,
806,2021-05-28,181746192.7,,,
807,2021-05-29,98071058.91,,,
808,2021-05-30,45455113.44,,,
809,2021-05-31,42009378.97,,,
810,2021-06-01,52535181.29,,,
811,2021-06-02,18599098.08,,,
812,2021-06-03,24227553.26,,,
813,2021-06-04,155164604.7,,,
814,2021-06-05,109176055.2,,,
815,2021-06-06,30585248.81,,,
816,2021-06-07,162483690.5,,,
817,2021-06-08,192918130.4,,,
818,2021-06-09,58033607.7,,,
819,2021-06-10,83908320.01,,,
820,2021-06-11,57911857.35,,,
821,2021-06-12,120451850.6,,,
822,2021-06-13,35723844.61,,,
823,2021-06-14,69256002.53,,,
824,2021-06-15,63629493.55,,,
825,2021-06-16,140392415.5,,,
826,2021-06-17,99835257.41,,,
827,2021-06-18,221898384.5,,,
828,2021-06-19,61441166.15,,,
829,2021-06-20,159015231.8,,,
830,2021-06-21,261317380.9,,,
831,2021-06-22,226572047.0,,,
832,2021-06-23,71175577.93,,,
833,2021-06-24,45604791.47,,,
834,2021-06-25,176045621.5,,,
835,2021-06-26,104062599.3,,,
836,2021-06-27,45164275.36,,,
837,2021-06-28,45914954.18,,,
838,2021-06-29,28930262.35,,,
839,2021-06-30,92210206.92,,,
840,2021-07-01,126825845.9,,,
841,2021-07-02,37677945.89,,,
842,2021-07-03,27528442.72,,,
843,2021-07-04,17870070.47,,,
844,2021-07-05,132780592.0,,,
845,2021-07-06,45713339.83,,,
846,2021-07-07,40256205.74,,,
847,2021-07-08,106519276.2,,,
848,2021-07-09,16499346.17,,,
849,2021-07-10,28389511.15,,,
850,2021-07-11,6616821.409,,,
851,2021-07-12,76346115.15,,,
852,2021-07-13,53697957.51,,,
853,2021-07-14,66549905.77,,,
854,2021-07-15,115017821.9,,,
855,2021-07-16,41914952.53,,,
856,2021-07-17,15624527.27,,,
857,2021-07-18,21860511.17,,,
858,2021-07-19,76051416.65,,,
859,2021-07-20,136347804.4,,,
860,2021-07-21,22407562.48,,,
861,2021-07-22,16714634.25,,,
862,2021-07-23,17722822.79,,,
863,2021-07-24,18010934.79,,,
864,2021-07-25,22602174.99,,,
865,2021-07-26,183712905.3,,,
866,2021-07-27,62608284.79,,,
867,2021-07-28,75615196.33,,,
868,2021-07-29,29763039.93,,,
869,2021-07-30,53929554.1,,,
870,2021-07-31,31978079.19,,,
871,2021-08-01,123178847.2,,,
872,2021-08-02,81920689.82,,,
873,2021-08-03,133459023.3,,,
874,2021-08-04,24612890.16,,,
875,2021-08-05,91604677.52,,,
876,2021-08-06,40113608.63,,,
877,2021-08-07,60931463.75,,,
878,2021-08-08,61373032.64,,,
879,2021-08-09,49004186.05,,,
880,2021-08-10,43767129.42,,,
881,2021-08-11,26838651.78,,,
882,2021-08-12,110596205.4,,,
883,2021-08-13,8841808.5,,,
884,2021-08-14,56597823.52,,,
885,2021-08-15,59379074.49,,,
886,2021-08-16,66486371.37,,,
887,2021-08-17,137205422.8,,,
888,2021-08-18,53797817.84,,,
889,2021-08-19,40736533.31,,,
890,2021-08-20,23091481.98,,,
891,2021-08-21,37231857.14,,,
892,2021-08-22,45745648.93,,,
893,2021-08-23,42557143.22,,,
894,2021-08-24,130291190.5,,,
895,2021-08-25,54918353.87,,,
896,2021-08-26,140755228.3,,,
897,2021-08-27,31262318.99,,,
898,2021-08-28,33950992.82,,,
899,2021-08-29,62519522.95,,,
900,2021-08-30,126791830.2,,,
901,2021-08-31,66552126.58,,,
902,2021-09-01,32097728.76,,,
903,2021-09-02,40853799.3,,,
904,2021-09-03,73682965.61,,,
905,2021-09-04,40650565.84,,,
906,2021-09-05,14619940.46,,,
907,2021-09-06,21906472.88,,,
908,2021-09-07,584788403.5,,,
909,2021-09-08,88580981.04,,,
910,2021-09-09,31605956.31,,,
911,2021-09-10,113344396.6,,,
912,2021-09-11,21284440.05,,,
913,2021-09-12,33971086.85,,,
914,2021-09-13,101895632.0,,,
915,2021-09-14,17018627.42,,,
916,2021-09-15,10577329.41,,,
917,2021-09-16,55367072.91,,,
918,2021-09-17,40428898.43,,,
919,2021-09-18,14556767.26,,,
920,2021-09-19,50446191.82,,,
921,2021-09-20,397535436.9,,,
922,2021-09-21,357855773.2,,,
923,2021-09-22,18997059.42,,,
924,2021-09-23,18814457.19,,,
925,2021-09-24,162195607.1,,,
926,2021-09-25,20875913.2,,,
927,2021-09-26,61145198.59,,,
928,2021-09-27,41175723.95,,,
929,2021-09-28,45794820.7,,,
930,2021-09-29,16807489.94,,,
931,2021-09-30,14796133.25,,,
932,2021-10-01,56349921.1,,,
933,2021-10-02,14669483.97,,,
934,2021-10-03,20907534.73,,,
935,2021-10-04,28826294.52,,,
936,2021-10-05,10860306.11,,,
937,2021-10-06,35530864.64,,,
938,2021-10-07,36895805.14,,,
939,2021-10-08,17494404.21,,,
940,2021-10-09,9860788.663,,,
941,2021-10-10,27699590.24,,,
942,2021-10-11,13883457.05,,,
943,2021-10-12,73657539.89,,,
944,2021-10-13,38819363.97,,,
945,2021-10-14,32083155.53,,,
946,2021-10-15,36129915.08,,,
947,2021-10-16,26084623.11,,,
948,2021-10-17,42607683.01,,,
949,2021-10-18,40033929.36,,,
950,2021-10-19,23122999.55,,,
951,2021-10-20,47060655.22,,,
952,2021-10-21,161588302.5,,,
953,2021-10-22,75486098.4,,,
954,2021-10-23,27043876.31,,,
955,2021-10-24,39378177.58,,,
956,2021-10-25,15492126.92,,,
957,2021-10-26,72789234.33,,,
958,2021-10-27,94963784.34,,,
959,2021-10-28,46025945.99,,,
960,2021-10-29,15700111.32,,,
961,2021-10-30,21651855.18,,,
962,2021-10-31,28936464.83,,,
963,2021-11-01,34221797.88,,,
964,2021-11-02,50447926.34,,,
965,2021-11-03,39573375.93,,,
966,2021-11-04,27656569.54,,,
967,2021-11-05,12163446.23,,,
968,2021-11-06,26827142.22,,,
969,2021-11-07,8758684.238,,,
970,2021-11-08,34510986.02,,,
971,2021-11-09,47051119.54,,,
972,2021-11-10,123278002.7,,,
973,2021-11-11,19783658.04,,,
974,2021-11-12,60946722.55,,,
975,2021-11-13,14504182.11,,,
976,2021-11-14,13939903.28,,,
977,2021-11-15,47989156.79,,,
978,2021-11-16,217568412.4,,,
979,2021-11-17,51683374.17,,,
980,2021-11-18,164237522.1,,,
981,2021-11-19,57919219.83,,,
982,2021-11-20,11325995.47,,,
983,2021-11-21,30121274.1,,,
984,2021-11-22,96517343.14,,,
985,2021-11-23,40737344.66,,,
986,2021-11-24,52072376.38,,,
987,2021-11-25,19617422.41,,,
988,2021-11-26,168326920.1,,,
989,2021-11-27,14711207.71,,,
990,2021-11-28,39282209.53,,,
991,2021-11-29,25073552.38,,,
992,2021-11-30,69130074.95,,,
993,2021-12-01,43132057.79,,,
994,2021-12-02,36155803.7,,,
995,2021-12-03,191552374.8,,,
996,2021-12-04,456424146.7,,,
997,2021-12-05,40655562.85,,,
998,2021-12-06,42560814.59,,,
999,2021-12-07,25749977.42,,,
1000,2021-12-08,37181369.17,,,
1001,2021-12-09,65165807.41,,,
1002,2021-12-10,41429157.76,,,
1003,2021-12-11,14513483.49,,,
1004,2021-12-12,14285340.39,,,
1005,2021-12-13,89017541.08,,,
1006,2021-12-14,17352957.34,,,
1007,2021-12-15,37966053.2,,,
1008,2021-12-16,21720709.57,,,
1009,2021-12-17,72072051.02,,,
1010,2021-12-18,12096639.04,,,
1011,2021-12-19,22696070.24,,,
1012,2021-12-20,29470378.39,,,
1013,2021-12-21,7335102.876,,,
1014,2021-12-22,11997519.43,,,
1015,2021-12-23,17629948.62,,,
1016,2021-12-24,18980095.06,,,
1017,2021-12-25,13858494.47,,,
1018,2021-12-26,29994573.96,,,
1019,2021-12-27,14800269.79,,,
1020,2021-12-28,136198853.7,,,
1021,2021-12-29,90126360.32,,,
1022,2021-12-30,18741713.88,,,
1023,2021-12-31,54429932.34,,,
1024,2022-01-01,8286688.052,,,
1025,2022-01-02,18836263.36,,,
1026,2022-01-03,33768038.64,,,
1027,2022-01-04,50786940.12,,,
1028,2022-01-05,197675298.8,,,
1029,2022-01-06,52940565.54,,,
1030,2022-01-07,130520213.0,,,
1031,2022-01-08,38598941.32,,,
1032,2022-01-09,15107603.45,,,
1033,2022-01-10,74307046.91,,,
1034,2022-01-11,18507688.63,,,
1035,2022-01-12,6849125.688,,,
1036,2022-01-13,25950121.54,,,
1037,2022-01-14,18699696.15,,,
1038,2022-01-15,8041779.308,,,
1039,2022-01-16,11554151.44,,,
1040,2022-01-17,39130966.27,,,
1041,2022-01-18,24827284.08,,,
1042,2022-01-19,32828550.45,,,
1043,2022-01-20,58767969.38,,,
1044,2022-01-21,313284053.6,,,
1045,2022-01-22,126205981.6,,,
1046,2022-01-23,23058952.83,,,
1047,2022-01-24,90082954.25,,,
1048,2022-01-25,20411926.84,,,
1049,2022-01-26,40411927.89,,,
1050,2022-01-27,36102676.53,,,
1051,2022-01-28,14807103.91,,,
1052,2022-01-29,13935817.96,,,
1053,2022-01-30,10858638.68,,,
1054,2022-01-31,15398324.7,,,
1055,2022-02-01,14675059.67,,,
1056,2022-02-02,45844568.16,,,
1057,2022-02-03,16490650.06,,,
1058,2022-02-04,10550118.0,,,
1059,2022-02-05,12613009.65,,,
1060,2022-02-06,14457945.79,,,
1061,2022-02-07,17455707.57,,,
1062,2022-02-08,43242631.56,,,
1063,2022-02-09,22167262.36,,,
1064,2022-02-10,46262345.66,,,
1065,2022-02-11,48144162.12,,,
1066,2022-02-12,20100421.89,,,
1067,2022-02-13,8190650.131,,,
1068,2022-02-14,15734632.5,,,
1069,2022-02-15,3704519.485,,,
1070,2022-02-16,20862814.98,,,
1071,2022-02-17,114674703.4,,,
1072,2022-02-18,46036779.74,,,
1073,2022-02-19,8561040.336,,,
1074,2022-02-20,75189482.3,,,
1075,2022-02-21,78571241.94,,,
1076,2022-02-22,27887216.17,,,
1077,2022-02-23,35605914.73,,,
1078,2022-02-24,116171546.1,,,
1079,2022-02-25,21143489.64,,,
1080,2022-02-26,17652661.75,,,
1081,2022-02-27,54903199.13,,,
